label,youtube_id,time_start,time_end,split,is_cc,Predicted Output
applying cream,zA42d5OTSXU,42,52,val,0,"sign language interpreting, sharpening pencil, playing poker, texting, celebrating"
archery,-Qz25rXdMjE,14,24,val,0,"archery, catching fish, spraying, watering plants, sword fighting"
archery,-UJgyiWe500,29,39,val,0,"archery, playing badminton, golf chipping, catching or throwing frisbee, golf putting"
archery,0S-P4lr_c7s,22,32,val,1,"archery, sword fighting, hula hooping, playing violin, swinging on something"
archery,27jJKXiB9Y8,9,19,val,0,"archery, playing paintball, throwing axe, trimming trees, crossing river"
archery,2x1lIrgKxYo,589,599,val,1,"archery, skiing (not slalom or crosscountry), sharpening pencil, tapping pen, ski jumping"
archery,36E29x22tnQ,18,28,val,0,"archery, cheerleading, skipping rope, throwing axe, golf driving"
archery,3and4vWkW4s,11,21,val,0,"archery, throwing axe, sword fighting, spinning poi, golf chipping"
archery,3hoSk280ndk,25,35,val,0,"spinning poi, juggling fire, archery, hula hooping, golf chipping"
archery,4hxnP0stMN0,3,13,val,0,"archery, playing paintball, ice climbing, ski jumping, tobogganing"
archery,4wXnaqEDh3c,14,24,val,0,"archery, chopping wood, sword fighting, throwing axe, playing paintball"
archery,4x9AMmWhCzw,4,14,val,0,"archery, golf driving, unboxing, using remote controller (not gaming), driving tractor"
archery,5rElcI860iU,75,85,val,0,"passing American football (not in game), catching or throwing frisbee, slacklining, hula hooping, gymnastics tumbling"
archery,6hZC8cEONUw,20,30,val,0,"archery, throwing axe, catching or throwing frisbee, hula hooping, spinning poi"
archery,7RpY62s_AfY,56,66,val,0,"golf driving, golf putting, mowing lawn, golf chipping, archery"
archery,89Tu6aUtOYQ,3,13,val,0,"archery, hula hooping, cutting watermelon, opening bottle, spinning poi"
archery,8f0U0oGyugQ,7,17,val,1,"archery, abseiling, trimming trees, sailing, parasailing"
archery,9W09aRkVYC4,4,14,val,0,"archery, riding mountain bike, throwing axe, catching fish, digging"
archery,aYRujsj9Z_Q,60,70,val,0,"archery, training dog, riding or walking with horse, playing paintball, picking fruit"
archery,c0cYF6RwWmg,3,13,val,0,"archery, throwing axe, sword fighting, riding or walking with horse, spraying"
archery,cIyLDvGWT6I,1,11,val,0,"archery, walking the dog, crossing river, throwing axe, riding or walking with horse"
archery,CjMcGn6C3h0,3,13,val,0,"archery, throwing axe, mowing lawn, spinning poi, watering plants"
archery,E15fuG-tYGM,14,24,val,0,"hula hooping, sword fighting, archery, waiting in line, high jump"
archery,erSoY-STyBQ,207,217,val,1,"dodgeball, dunking basketball, archery, playing volleyball, playing kickball"
archery,FzfqEd36YbY,1101,1111,val,0,"archery, playing bagpipes, swinging on something, kitesurfing, playing clarinet"
archery,h6d2C-RWOTw,3,13,val,0,"archery, mowing lawn, throwing axe, swinging on something, climbing ladder"
archery,hIgj5icZe7M,133,143,val,0,"riding unicycle, spray painting, rock climbing, cleaning pool, pull ups"
archery,IcXj4je-tto,0,10,val,0,"slacklining, jogging, passing American football (not in game), disc golfing, catching or throwing frisbee"
archery,it-IIR-qUIg,150,160,val,0,"playing paintball, archery, motorcycling, egg hunting, hurling (sport)"
archery,Jck4NlSIX-I,19,29,val,0,"contact juggling, spinning poi, trapezing, hula hooping, dancing ballet"
archery,Jfl-1zWi2Go,654,664,val,0,"archery, throwing axe, slacklining, pole vault, skiing (not slalom or crosscountry)"
archery,k-BFTm62viE,2,12,val,0,"archery, throwing axe, playing paintball, golf driving, disc golfing"
archery,mnUVG7T6iKg,109,119,val,0,"throwing axe, archery, bobsledding, spray painting, ski jumping"
archery,MrI8XlHC4p0,0,10,val,0,"playing cricket, golf driving, golf putting, archery, golf chipping"
archery,O9cTHUPbLE8,90,100,val,0,"pumping fist, arm wrestling, smoking, headbanging, whistling"
archery,oZ0QUyB18Zg,178,188,val,1,"archery, slacklining, javelin throw, high jump, pole vault"
archery,oz3ruRsh-HY,517,527,val,0,"cleaning pool, bookbinding, jumping into pool, somersaulting, golf putting"
archery,pMRAH0hgqB8,14,24,val,0,"dining, weaving basket, skateboarding, news anchoring, sharpening pencil"
archery,pWOl7B7jf0U,0,10,val,0,"archery, golf chipping, walking the dog, spinning poi, mowing lawn"
archery,qhUuaUIH9iU,0,10,val,0,"ironing, playing bass guitar, skydiving, sailing, cleaning pool"
archery,RkjX0nbJJow,338,348,val,0,"cleaning windows, cleaning gutters, feeding birds, shooting goal (soccer), spray painting"
archery,rqIe-C6nEv0,4,14,val,0,"archery, throwing axe, planting trees, driving tractor, playing paintball"
archery,S0Xwh6F6tz0,31,41,val,0,"archery, opening bottle, chopping wood, playing clarinet, throwing axe"
archery,u2uhrc0GBOo,34,44,val,0,"spinning poi, air drumming, archery, sword fighting, throwing axe"
archery,uZ-pG-axjK4,481,491,val,0,"archery, javelin throw, golf putting, throwing axe, long jump"
archery,v66KBZB9N-A,0,10,val,0,"spraying, opening bottle, spray painting, hula hooping, welding"
archery,VADKkEVjQrU,1656,1666,val,0,"pumping fist, playing ice hockey, punching person (boxing), playing basketball, arm wrestling"
archery,vCV2BCbibRc,2,12,val,0,"archery, building cabinet, blowing glass, unloading truck, assembling computer"
archery,xrAuik7Wxns,36,46,val,1,"playing volleyball, javelin throw, playing badminton, playing violin, pole vault"
archery,ZCz5i5RGe_Y,4,14,val,0,"archery, blowing leaves, walking the dog, trimming trees, riding mountain bike"
archery,_kQSkEioc08,5,15,val,0,"archery, skipping rope, sword fighting, javelin throw, pole vault"
